item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E08LA1H09,8,E08LA1,"H - Here are three words. (Point to each.) Frank enjoys learning math and English at school. (Point to sentence.) What word should go in the blank: learning, learns, or learned?",NA,Frank enjoys ____ math and English at school. What word should go in the blank?,NA,learning,learns,learned,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.72129618466651,NA,NA,NA
E08LA1H10,8,E08LA1,"H - Here are three words. (Point to each.) Lars quietly snuck out of the creepy castle. (Point to sentence.) What word should go in the blank: snook, snuck, or sneak?","Here are three words. [highlight answer choices] Lars quietly snuck out of the creepy castle. [highlight sentence] What word should go in the blank: snook, snuck, or sneak?",Lars quietly ____ out of the creepy castle. What word should go in the blank?,NA,snook,snuck,sneak,b,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G8_E08LA1H10_intro.mp3,ELA_G8_E08LA1H10_stem.mp3,ELA_G8_E08LA1H10_a.mp3,ELA_G8_E08LA1H10_b.mp3,ELA_G8_E08LA1H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,3.4605
E08LA1H11,8,E08LA1,"H - Here are three words. (Point to each.) We want to ride our bikes to town. (Point to sentence.) What words should go in the blank: to rodes, to rid, or to ride?",NA,We want ____ our bikes to town. What words should go in the blank?,NA,to rodes,to rid,to ride,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.0128961846665077,NA,NA,NA
E08LA1H12,8,E08LA1,"H - Here are three words. (Point to each.) Sean thinks we took a wrong turn somewhere. (Point to sentence.) What word should go in the blank: thinks, think, or thinking?",NA,Sean ____ we took a wrong turn somewhere.,NA,thinks,think,thinking,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1L01,8,E08LA1,L - Here are three pictures with words. (Point to each.) She liked skiing best. (Point to sentence.) Which word is skiing?,NA,She liked ____ best. Which word is skiing?,NA,eating,skiing,flying,b,No Changes.,NA,Boy_Eating1.ai,Man_Skiing.ai,Bird9.ai,People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1L02,8,E08LA1,L - Here are three pictures with words. (Point to each.) Nick bent down for the coin. (Point to sentence.) Which word is bent?,NA,Nick ____ down for the coin. Which word is bent?,NA,laid,sit,bent,c,No Changes.,NA,Boy_Sleeping3.ai,Boy_Sitting3.ai,Boy_Picking_Up.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1L03,8,E08LA1,L - Here are three pictures with words. (Point to each.) My sister will share with you. (Point to sentence.) Which word is share?,NA,My sister will ____ with you. Which word is share?,NA,share,bake,see,a,No Changes.,NA,Man_Woman_Gift.ai,Girl_Stove.ai,Girl_Smiling1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.147703815333492,NA,NA,NA
E08LA1L04,8,E08LA1,L - Here are three pictures with words. (Point to each.) I stop at the sign. (Point to sentence.) Which word is stop?,Here are three pictures with words. [highlight answer choices] I stop at the sign. [highlight sentence] Which word is stop? [No audio for answer choices],I ____ at the sign. Which word is stop?,NA,fall,stop,walk,b,No Changes.,NA,Boy_Falling.ai,Man_StopSign.ai,Boy_Walking5.ai,People,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G8_E08LA1L04_intro.mp3,ELA_G8_E08LA1L04_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,-0.711003815333492,-0.72,-0.72,-0.72
E08LA1M05,8,E08LA1,"M - Here are three words. (Point to each.) My older sister likes to sleep outside. (Point to sentence.) What word should go in the blank: sleeped, sleeper, or sleep?",NA,My older sister likes to  ____ outside. What word should go in the blank?,NA,sleeped,sleeper,sleep,c,Made item seven words and changed the answer to sleep.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.772496184666508,NA,NA,NA
E08LA1M06,8,E08LA1,"M - Here are three words. (Point to each.) That shirt was worn three times already! (Point to sentence.) What word should go in the blank: worn, weared, or wears?",NA,That shirt was ____ three times already! What word should go in the blank?,NA,worn,weared,wears,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1M07,8,E08LA1,"M - Here are three words. (Point to each.) Ella should take a break from work. (Point to sentence.) What word should go in the blank: taking, take, or takes?",NA,Ella should ____ a break from work.  What word should go in the blank?,NA,taking,take,takes,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1M08,8,E08LA1,"M - Here are three words. (Point to each.) Bud grows vegetables in his back yard. (Point to sentence.) What word should go in the blank: growd, grown, or grows?",NA,Bud ____ vegetables in his back yard. What word should go in the blank?,NA,growd,grown,grows,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA1MSAMPLE,8,E08LA1,"M - Here are three words. (Point to each.) Reading is my favorite thing to do. (Point to sentence.) What word should go in the blank: Reading, Reader, or Reads?",NA,______ is my favorite thing to do. What word should go in the blank?,NA,Reading,Reader,Reads,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.994496184666508,NA,NA,NA
E08LA2H09,8,E08LA2,H - Here are three spellings of the word mountain. (Point to each.) Which word is spelled correctly?,Here are three spellings of the word mountain. [highlight answer choices] Which word is spelled correctly? [No audio for answer choices],Which word is spelled correctly?,NA,muntane,mountain,monton,b,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G8_E08LA2H09_intro.mp3,ELA_G8_E08LA2H09_stem.mp3,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.3791
E08LA2H10,8,E08LA2,H - Here are three spellings of the word sentence. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,centance,santunce,sentence,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2H11,8,E08LA2,H - Here are three spellings of the word bathroom. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,bathroom,bazroom,bathrum,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.402896184666508,NA,NA,NA
E08LA2H12,8,E08LA2,H - Here are three spellings of the word anything. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,anytange,anything,anitheng,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
E08LA2HSAMPLE,8,E08LA2,H - Here are three spellings of the word children. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,sheldren,children,childrun,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2L01,8,E08LA2,L - Here are three pictures with words. (Point to each.) Which word is pencil?,NA,NA,NA,paper,pencil,pond,b,No Changes.,NA,Paper1.ai,Pencil1.ai,Lake2.ai,Classroom/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2L02,8,E08LA2,L - Here are three pictures with words. (Point to each.) Which word is helmet?,NA,NA,NA,helmet,hammer,hand,a,No Changes.,NA,Helmet.ai,Hammer1.ai,Hand3.ai,Transportation/Tools/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2L03,8,E08LA2,L - Here are three pictures with words. (Point to each.) Which word is tomato?,NA,NA,NA,table,towel,tomato,c,No Changes.,NA,Table2.ai,Towel2.ai,Tomato_Plant.ai,Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2L04,8,E08LA2,L - Here are three pictures with words. (Point to each.) The flower grew in the garden. Which word is flower?,NA,NA,NA,flower,apple,father,a,Changed four distractor to apple.,NA,Flower4.ai,Apple1.ai,Man3.ai,Plants_Outdoors/Food/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E08LA2M05,8,E08LA2,M - Here are three spellings of the word between. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,betweane,between,batuun,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
