item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E05LA1H09,5,E05LA1,"H - Here are three words. (Point to each.) Raj sat between his mom and dad at the concert. (Point to sentence.) What word should go in the blank: under, between, or around?",NA,Raj sat ____ his mom and dad at the concert. [prgrph] What word should go in the blank?,NA,under,between,around,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1H10,5,E05LA1,"H - Here are three words. (Point to each.) The vegetables grew fast because of the rain and sunshine. (Point to sentence.) What word should go in the blank: until, either, or because?",NA,The vegetables grew fast ____ of the rain and sunshine. [prgrph] What word should go in the blank?,NA,until,either,because,c,Changed the word strong in the sentence to fast.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1H11,5,E05LA1,"H - Here are three words. (Point to each.) Goodbye crutches; I'm walking on my own now! (Point to sentence.) What word should go in the blank: Goodbye, Phooey, or Ouch?",NA,____ crutches; I'm walking on my own now! [prgrph] What word should go in the blank?,NA,Goodbye,Phooey,Ouch,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1H12,5,E05LA1,"H - Here are three words. (Point to each.) Dina and Don whisper quietly in the library. (Point to sentence.) What word should go in the blank: snore, whisper, exercise?",NA,Dina and Don ____ quietly in the library. [prgrph] What word should go in the blank?,NA,snore,whisper,exercise,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1L01,5,E05LA1,L - Here are three pictures with words. (Point to each.) The  kite flies above the tree.  (Point to sentence.) Which word is above?,NA,The kite flies ____ the tree. [prgrph] Which word is above?,NA,off,near,above,c,No changes.,NA,Tree_Kite1.ai,Tree_Kite2.ai,Tree_Kite3.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1L02,5,E05LA1,L - Here are three pictures with words. (Point to each.) Use a fork or a spoon. (Point to sentence.) Which word is or?,NA,Use a fork ___ a spoon. [prgrph] Which word is or?,NA,or,and,after,a,No changes.,NA,Spoon_Fork.ai,Fork3.ai,Spoon1.ai,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1L03,5,E05LA1,"L - Here are three pictures with words. (Point to each.) Shh, the baby is sleeping. (Point to sentence.) Which word is shh?",NA,"____, the baby is sleeping. [prgrph] Which word is shh?",NA,Boo,Shh,Wow,b,No changes.,NA,Boy_Angry2.ai,Gilr_Shh.ai,Girl_Concerned1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1L04,5,E05LA1,L - Here are three pictures with words. (Point to each.) Use a knife to cut. (Point to sentence.) Which word is cut?,NA,Use a knife to ____. [prgrph] Which word is cut?,NA,zip,cut,mix,b,"Changed sentence, question, and answer but kept the same answer choices.",NA,Zipper1.ai,Knife1.ai,Fruit2.ai,Clothing/Household Objects/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1M05,5,E05LA1,"M - Here are three words. (Point to each.) The bird is sitting inside the cage. (Point to sentence.) What word should go in the blank: inside, below, or down?",NA,The bird is sitting ____ the cage. [prgrph] What word should go in the blank?,NA,inside,below,down,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E05LA1M06,5,E05LA1,"M - Here are three words. (Point to each.) Mom said to  take a bath before breakfast. (Point to sentence.) What word should go in the blank: when, before, or since?",NA,Mom said to take a bath ____ breakfast. [prgrph] What word should go in the blank?,NA,when,before,since,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
